time,GAL_W-FLOW
1.000000000000,0.30000E+31
86401.00000000,0.30000E+31
172801.0000000,0.30000E+31
259201.0000000,0.30000E+31
345601.0000000,0.30000E+31
432001.0000000,0.30000E+31
518401.0000000,0.30000E+31
604801.0000000,0.30000E+31
691201.0000000,0.30000E+31
777601.0000000,0.30000E+31
864001.0000000,0.30000E+31
950401.0000000,0.30000E+31
1036801.000000,0.30000E+31
1123201.000000,0.30000E+31
1209601.000000,0.30000E+31
1296001.000000,0.30000E+31
1382401.000000,0.30000E+31
1468801.000000,0.30000E+31
1555201.000000,0.30000E+31
1641601.000000,0.30000E+31
1728001.000000,0.30000E+31
1814401.000000,0.30000E+31
1900801.000000,0.30000E+31
1987201.000000,0.30000E+31
2073601.000000,0.30000E+31
2160001.000000,0.30000E+31
2246401.000000,0.30000E+31
2332801.000000,0.30000E+31
2419201.000000,0.30000E+31
2505601.000000,0.30000E+31
2592001.000000,0.30000E+31
2678401.000000,0.30000E+31
2764801.000000,0.30000E+31
2851201.000000,0.30000E+31
2937601.000000,0.30000E+31
3024001.000000,0.30000E+31
3110401.000000,0.30000E+31
3196801.000000,0.30000E+31
3283201.000000,0.30000E+31
3369601.000000,0.30000E+31
3456001.000000,0.30000E+31
3542401.000000,0.30000E+31
3628801.000000,0.30000E+31
3715201.000000,0.30000E+31
3801601.000000,0.30000E+31
3888001.000000,0.30000E+31
3974401.000000,0.30000E+31
4060801.000000,0.30000E+31
4147201.000000,0.30000E+31
4233601.000000,0.30000E+31
4320001.000000,0.30000E+31
4406401.000000,0.30000E+31
4492801.000000,0.30000E+31
4579201.000000,0.30000E+31
4665601.000000,0.30000E+31
4752001.000000,0.30000E+31
4838401.000000,0.30000E+31
4924801.000000,0.30000E+31
5011201.000000,0.30000E+31
5097601.000000,0.30000E+31
5184001.000000,0.30000E+31
5270401.000000,0.30000E+31
5356801.000000,0.30000E+31
5443201.000000,0.30000E+31
5529601.000000,0.30000E+31
5616001.000000,0.30000E+31
5702401.000000,0.30000E+31
5788801.000000,0.30000E+31
5875201.000000,0.30000E+31
5961601.000000,0.30000E+31
6048001.000000,0.30000E+31
6134401.000000,0.30000E+31
6220801.000000,0.30000E+31
6307201.000000,0.30000E+31
6393601.000000,0.30000E+31
6480001.000000,0.30000E+31
6566401.000000,0.30000E+31
6652801.000000,0.30000E+31
6739201.000000,0.30000E+31
6825601.000000,0.30000E+31
6912001.000000,0.30000E+31
6998401.000000,0.30000E+31
7084801.000000,0.30000E+31
7171201.000000,0.30000E+31
7257601.000000,0.30000E+31
7344001.000000,0.30000E+31
7430401.000000,0.30000E+31
7516801.000000,0.30000E+31
7603201.000000,0.30000E+31
7689601.000000,0.30000E+31
7776001.000000,0.30000E+31
7862401.000000,0.30000E+31
7948801.000000,0.30000E+31
8035201.000000,0.30000E+31
8121601.000000,0.30000E+31
8208001.000000,0.30000E+31
8294401.000000,0.30000E+31
8380801.000000,0.30000E+31
8467201.000000,0.30000E+31
8553601.000000,0.30000E+31
8640001.000000,0.30000E+31
8726401.000000,0.30000E+31
8812801.000000,0.30000E+31
8899201.000000,0.30000E+31
8985601.000000,0.30000E+31
9072001.000000,0.30000E+31
9158401.000000,0.30000E+31
9244801.000000,0.30000E+31
9331201.000000,0.30000E+31
9417601.000000,0.30000E+31
9504001.000000,0.30000E+31
9590401.000000,0.30000E+31
9676801.000000,0.30000E+31
9763201.000000,0.30000E+31
9849601.000000,0.30000E+31
9936001.000000,0.30000E+31
10022401.00000,0.30000E+31
10108801.00000,0.30000E+31
10195201.00000,0.30000E+31
10281601.00000,0.30000E+31
10368001.00000,0.30000E+31
10454401.00000,0.30000E+31
10540801.00000,0.30000E+31
10627201.00000,0.30000E+31
10713601.00000,0.30000E+31
10800001.00000,0.30000E+31
10886401.00000,0.30000E+31
10972801.00000,0.30000E+31
11059201.00000,0.30000E+31
11145601.00000,0.30000E+31
11232001.00000,0.30000E+31
11318401.00000,0.30000E+31
11404801.00000,0.30000E+31
11491201.00000,0.30000E+31
11577601.00000,0.30000E+31
11664001.00000,0.30000E+31
11750401.00000,0.30000E+31
11836801.00000,0.30000E+31
11923201.00000,0.30000E+31
12009601.00000,0.30000E+31
12096001.00000,0.30000E+31
12182401.00000,0.30000E+31
12268801.00000,0.30000E+31
12355201.00000,0.30000E+31
12441601.00000,0.30000E+31
12528001.00000,0.30000E+31
12614401.00000,0.30000E+31
12700801.00000,0.30000E+31
12787201.00000,0.30000E+31
12873601.00000,0.30000E+31
12960001.00000,0.30000E+31
13046401.00000,0.30000E+31
13132801.00000,0.30000E+31
13219201.00000,0.30000E+31
13305601.00000,0.30000E+31
13392001.00000,0.30000E+31
13478401.00000,0.30000E+31
13564801.00000,0.30000E+31
13651201.00000,0.30000E+31
13737601.00000,0.30000E+31
13824001.00000,0.30000E+31
13910401.00000,0.30000E+31
13996801.00000,0.30000E+31
14083201.00000,0.30000E+31
14169601.00000,0.30000E+31
14256001.00000,0.30000E+31
14342401.00000,0.30000E+31
14428801.00000,0.30000E+31
14515201.00000,0.30000E+31
14601601.00000,0.30000E+31
14688001.00000,0.30000E+31
14774401.00000,0.30000E+31
14860801.00000,0.30000E+31
14947201.00000,0.30000E+31
15033601.00000,0.30000E+31
15120001.00000,0.30000E+31
15206401.00000,0.30000E+31
15292801.00000,0.30000E+31
15379201.00000,0.30000E+31
15465601.00000,0.30000E+31
15552001.00000,0.30000E+31
15638401.00000,0.30000E+31
15724801.00000,0.30000E+31
15811201.00000,0.30000E+31
15897601.00000,0.30000E+31
15984001.00000,0.30000E+31
16070401.00000,0.30000E+31
16156801.00000,0.30000E+31
16243201.00000,0.30000E+31
16329601.00000,0.30000E+31
16416001.00000,0.30000E+31
16502401.00000,0.30000E+31
16588801.00000,0.30000E+31
16675201.00000,0.30000E+31
16761601.00000,0.30000E+31
16848001.00000,0.30000E+31
16934401.00000,0.30000E+31
17020801.00000,0.30000E+31
17107201.00000,0.30000E+31
17193601.00000,0.30000E+31
17280001.00000,0.30000E+31
17366401.00000,0.30000E+31
17452801.00000,0.30000E+31
17539201.00000,0.30000E+31
17625601.00000,0.30000E+31
17712001.00000,0.30000E+31
17798401.00000,0.30000E+31
17884801.00000,0.30000E+31
